path,name,category,subcategory,size_bytes,size_human
Slap_MASTER.mp3,Slap_MASTER.mp3,Audio,Master MP3,7493910,7.15 MB
Try_Aggain_MASTER.mp3,Try_Aggain_MASTER.mp3,Audio,Master MP3,6095190,5.81 MB
Under_My_Spell_MASTER(1).mp3,Under_My_Spell_MASTER(1).mp3,Audio,Master MP3,7599510,7.25 MB
Under_My_Spell_MASTER.mp3,Under_My_Spell_MASTER.mp3,Audio,Master MP3,7599510,7.25 MB
gghoodrap_MASTER.mp3,gghoodrap_MASTER.mp3,Audio,Master MP3,5807587,5.54 MB
how_it_ends_up_hardcore_pop_MASTER.mp3,how_it_ends_up_hardcore_pop_MASTER.mp3,Audio,Master MP3,9510765,9.07 MB
natti_ohne_signal_dr_khans_MASTER.mp3,natti_ohne_signal_dr_khans_MASTER.mp3,Audio,Master MP3,7403565,7.06 MB
MiXaLL_x_ZIVOT_LEP_BB_master.mp3,MiXaLL_x_ZIVOT_LEP_BB_master.mp3,Audio,Source/Test Audio,7492063,7.14 MB
MiXaLL_x_ZIVOT_LEP_BB_master.wav,MiXaLL_x_ZIVOT_LEP_BB_master.wav,Audio,Source/Test Audio,33030280,31.50 MB
MiXaLL_x_ZIVOT_LEP_BB_master_32f.wav,MiXaLL_x_ZIVOT_LEP_BB_master_32f.wav,Audio,Source/Test Audio,66060460,63.00 MB
GGxMONSTAH_FX_reverb_wet.wav,GGxMONSTAH_FX_reverb_wet.wav,Audio,Test/Development Audio,41472044,39.55 MB
GGxMONSTAH_MIXREADY_mono_dry.wav,GGxMONSTAH_MIXREADY_mono_dry.wav,Audio,Test/Development Audio,20736044,19.78 MB
GGxMONSTAH_MIXREADY_stereo_dry.wav,GGxMONSTAH_MIXREADY_stereo_dry.wav,Audio,Test/Development Audio,41472044,39.55 MB
GGxMONSTAH_PREVIEW_with_pinknoise.wav,GGxMONSTAH_PREVIEW_with_pinknoise.wav,Audio,Test/Development Audio,41472044,39.55 MB
GAP_ANALYSIS_Cunami_Violet.md,GAP_ANALYSIS_Cunami_Violet.md,Documentation,Gap Analysis,11554,11.28 KB
PREMASTER_ACCEPTANCE_SPEC.md,PREMASTER_ACCEPTANCE_SPEC.md,Documentation,General Documentation,4843,4.73 KB
compass_artifact_wf-b4204be9-1dd2-44ab-9d85-0a2367e6a905_text_markdown.md,compass_artifact_wf-b4204be9-1dd2-44ab-9d85-0a2367e6a905_text_markdown.md,Documentation,General Documentation,30941,30.22 KB
MASTERING_REPORT(1).md,MASTERING_REPORT(1).md,Documentation,Mastering Report,10055,9.82 KB
MASTERING_REPORT(10).md,MASTERING_REPORT(10).md,Documentation,Mastering Report,7692,7.51 KB
MASTERING_REPORT(11).md,MASTERING_REPORT(11).md,Documentation,Mastering Report,14998,14.65 KB
MASTERING_REPORT(12).md,MASTERING_REPORT(12).md,Documentation,Mastering Report,13846,13.52 KB
MASTERING_REPORT(13).md,MASTERING_REPORT(13).md,Documentation,Mastering Report,13053,12.75 KB
MASTERING_REPORT(14).md,MASTERING_REPORT(14).md,Documentation,Mastering Report,11301,11.04 KB
MASTERING_REPORT(15).md,MASTERING_REPORT(15).md,Documentation,Mastering Report,13440,13.12 KB
MASTERING_REPORT(16).md,MASTERING_REPORT(16).md,Documentation,Mastering Report,15657,15.29 KB
MASTERING_REPORT(17).md,MASTERING_REPORT(17).md,Documentation,Mastering Report,10713,10.46 KB
MASTERING_REPORT(18).md,MASTERING_REPORT(18).md,Documentation,Mastering Report,10713,10.46 KB
MASTERING_REPORT(19).md,MASTERING_REPORT(19).md,Documentation,Mastering Report,11284,11.02 KB
MASTERING_REPORT(2).md,MASTERING_REPORT(2).md,Documentation,Mastering Report,8612,8.41 KB
MASTERING_REPORT(20).md,MASTERING_REPORT(20).md,Documentation,Mastering Report,9433,9.21 KB
MASTERING_REPORT(21).md,MASTERING_REPORT(21).md,Documentation,Mastering Report,2593,2.53 KB
MASTERING_REPORT(22).md,MASTERING_REPORT(22).md,Documentation,Mastering Report,10055,9.82 KB
MASTERING_REPORT(23).md,MASTERING_REPORT(23).md,Documentation,Mastering Report,10161,9.92 KB
MASTERING_REPORT(24).md,MASTERING_REPORT(24).md,Documentation,Mastering Report,8557,8.36 KB
MASTERING_REPORT(25).md,MASTERING_REPORT(25).md,Documentation,Mastering Report,13556,13.24 KB
MASTERING_REPORT(26).md,MASTERING_REPORT(26).md,Documentation,Mastering Report,14237,13.90 KB
MASTERING_REPORT(27).md,MASTERING_REPORT(27).md,Documentation,Mastering Report,14237,13.90 KB
MASTERING_REPORT(28).md,MASTERING_REPORT(28).md,Documentation,Mastering Report,8557,8.36 KB
MASTERING_REPORT(29).md,MASTERING_REPORT(29).md,Documentation,Mastering Report,14469,14.13 KB
MASTERING_REPORT(3).md,MASTERING_REPORT(3).md,Documentation,Mastering Report,13266,12.96 KB
MASTERING_REPORT(4).md,MASTERING_REPORT(4).md,Documentation,Mastering Report,13274,12.96 KB
MASTERING_REPORT(5).md,MASTERING_REPORT(5).md,Documentation,Mastering Report,10817,10.56 KB
MASTERING_REPORT(6).md,MASTERING_REPORT(6).md,Documentation,Mastering Report,11271,11.01 KB
MASTERING_REPORT(7).md,MASTERING_REPORT(7).md,Documentation,Mastering Report,7033,6.87 KB
MASTERING_REPORT(8).md,MASTERING_REPORT(8).md,Documentation,Mastering Report,7179,7.01 KB
MASTERING_REPORT(9).md,MASTERING_REPORT(9).md,Documentation,Mastering Report,8849,8.64 KB
MASTERING_REPORT.md,MASTERING_REPORT.md,Documentation,Mastering Report,10161,9.92 KB
PIPELINE_UPGRADE_REPORT.md,PIPELINE_UPGRADE_REPORT.md,Documentation,Pipeline Documentation,10434,10.19 KB
REFERENCE_LIBRARY.md,REFERENCE_LIBRARY.md,Documentation,Reference Library,3999,3.91 KB
before_after(1).png,before_after(1).png,Image,Before/After,1079284,1.03 MB
before_after(2).png,before_after(2).png,Image,Before/After,1079284,1.03 MB
before_after.png,before_after.png,Image,Before/After,160835,157.07 KB
tonal_delta_example.png,tonal_delta_example.png,Image,General Image,72592,70.89 KB
qc_spectrogram_example.png,qc_spectrogram_example.png,Image,Spectrogram,3141881,3.00 MB
spectrogram.png,spectrogram.png,Image,Spectrogram,1655887,1.58 MB
Airwindows_clippers.lv2.tar.gz,Airwindows_clippers.lv2.tar.gz,Other,Unknown,17099,16.70 KB
mastering_pipeline_v3.tar.gz,mastering_pipeline_v3.tar.gz,Other,Unknown,16230,15.85 KB
premaster_diagnostic(1).sh,premaster_diagnostic(1).sh,Pipeline Script,Diagnostic,3846,3.76 KB
premaster_diagnostic(10).sh,premaster_diagnostic(10).sh,Pipeline Script,Diagnostic,3228,3.15 KB
premaster_diagnostic(11).sh,premaster_diagnostic(11).sh,Pipeline Script,Diagnostic,4496,4.39 KB
premaster_diagnostic(12).sh,premaster_diagnostic(12).sh,Pipeline Script,Diagnostic,4410,4.31 KB
premaster_diagnostic(2).sh,premaster_diagnostic(2).sh,Pipeline Script,Diagnostic,3785,3.70 KB
premaster_diagnostic(3).sh,premaster_diagnostic(3).sh,Pipeline Script,Diagnostic,3703,3.62 KB
premaster_diagnostic(4).sh,premaster_diagnostic(4).sh,Pipeline Script,Diagnostic,3416,3.34 KB
premaster_diagnostic(5).sh,premaster_diagnostic(5).sh,Pipeline Script,Diagnostic,3350,3.27 KB
premaster_diagnostic(6).sh,premaster_diagnostic(6).sh,Pipeline Script,Diagnostic,3763,3.67 KB
premaster_diagnostic(7).sh,premaster_diagnostic(7).sh,Pipeline Script,Diagnostic,3763,3.67 KB
premaster_diagnostic(8).sh,premaster_diagnostic(8).sh,Pipeline Script,Diagnostic,3763,3.67 KB
premaster_diagnostic(9).sh,premaster_diagnostic(9).sh,Pipeline Script,Diagnostic,3354,3.28 KB
premaster_diagnostic.sh,premaster_diagnostic.sh,Pipeline Script,Diagnostic,4496,4.39 KB
master_pipeline(1).sh,master_pipeline(1).sh,Pipeline Script,Orchestrator,5453,5.33 KB
master_pipeline(10).sh,master_pipeline(10).sh,Pipeline Script,Orchestrator,4488,4.38 KB
master_pipeline(11).sh,master_pipeline(11).sh,Pipeline Script,Orchestrator,3984,3.89 KB
master_pipeline(12).sh,master_pipeline(12).sh,Pipeline Script,Orchestrator,4136,4.04 KB
master_pipeline(2).sh,master_pipeline(2).sh,Pipeline Script,Orchestrator,3679,3.59 KB
master_pipeline(3).sh,master_pipeline(3).sh,Pipeline Script,Orchestrator,6202,6.06 KB
master_pipeline(4).sh,master_pipeline(4).sh,Pipeline Script,Orchestrator,5618,5.49 KB
master_pipeline(5).sh,master_pipeline(5).sh,Pipeline Script,Orchestrator,5368,5.24 KB
master_pipeline(6).sh,master_pipeline(6).sh,Pipeline Script,Orchestrator,5251,5.13 KB
master_pipeline(7).sh,master_pipeline(7).sh,Pipeline Script,Orchestrator,5730,5.60 KB
master_pipeline(8).sh,master_pipeline(8).sh,Pipeline Script,Orchestrator,7164,7.00 KB
master_pipeline(9).sh,master_pipeline(9).sh,Pipeline Script,Orchestrator,4488,4.38 KB
master_pipeline.sh,master_pipeline.sh,Pipeline Script,Orchestrator,7195,7.03 KB
master_pipeline_48k.sh,master_pipeline_48k.sh,Pipeline Script,Orchestrator,4985,4.87 KB
master_pipeline_ATTSS2.sh,master_pipeline_ATTSS2.sh,Pipeline Script,Orchestrator,7527,7.35 KB
master_pipeline_ICT2.sh,master_pipeline_ICT2.sh,Pipeline Script,Orchestrator,3422,3.34 KB
master_pipeline_KZV(1).sh,master_pipeline_KZV(1).sh,Pipeline Script,Orchestrator,7280,7.11 KB
master_pipeline_KZV.sh,master_pipeline_KZV.sh,Pipeline Script,Orchestrator,7280,7.11 KB
master_pipeline_MXB.sh,master_pipeline_MXB.sh,Pipeline Script,Orchestrator,5782,5.65 KB
master_pipeline_Sieh_zu.sh,master_pipeline_Sieh_zu.sh,Pipeline Script,Orchestrator,4520,4.41 KB
master_pipeline_gghoodrap.sh,master_pipeline_gghoodrap.sh,Pipeline Script,Orchestrator,6349,6.20 KB
master_pipeline_phoneless.sh,master_pipeline_phoneless.sh,Pipeline Script,Orchestrator,5312,5.19 KB
master_pipeline_v3.sh,master_pipeline_v3.sh,Pipeline Script,Orchestrator,6205,6.06 KB
matchering_xcheck.py,matchering_xcheck.py,Pipeline Script,Python Module,2559,2.50 KB
tonal_delta.py,tonal_delta.py,Pipeline Script,Python Module,3395,3.32 KB
qc_metrics_ext.sh,qc_metrics_ext.sh,Pipeline Script,QC Module,4176,4.08 KB
qc_translation.sh,qc_translation.sh,Pipeline Script,QC Module,2774,2.71 KB
qc_verify.sh,qc_verify.sh,Pipeline Script,QC Module,4259,4.16 KB
reference_benchmark.sh,reference_benchmark.sh,Pipeline Script,Reference,10098,9.86 KB
reference_scan.sh,reference_scan.sh,Pipeline Script,Reference,2490,2.43 KB
stage_bass_mono.sh,stage_bass_mono.sh,Pipeline Script,Stage Module,1850,1.81 KB
stage_clip_limit(1).sh,stage_clip_limit(1).sh,Pipeline Script,Stage Module,3880,3.79 KB
stage_clip_limit(2).sh,stage_clip_limit(2).sh,Pipeline Script,Stage Module,3925,3.83 KB
stage_clip_limit.sh,stage_clip_limit.sh,Pipeline Script,Stage Module,3880,3.79 KB
apply_monitor_correction.sh,apply_monitor_correction.sh,Pipeline Script,Utility,2093,2.04 KB
competitive_profile.sh,competitive_profile.sh,Pipeline Script,Utility,3844,3.75 KB
family_policy.sh,family_policy.sh,Pipeline Script,Utility,4473,4.37 KB
lv2_stage.sh,lv2_stage.sh,Pipeline Script,Utility,2598,2.54 KB
mastering_pipeline.sh,mastering_pipeline.sh,Pipeline Script,Utility,3288,3.21 KB
metadata_tag.sh,metadata_tag.sh,Pipeline Script,Utility,1678,1.64 KB
mix_phase_gate.sh,mix_phase_gate.sh,Pipeline Script,Utility,5931,5.79 KB
spectral_analysis(1).sh,spectral_analysis(1).sh,Pipeline Script,Utility,1090,1.06 KB
spectral_analysis.sh,spectral_analysis.sh,Pipeline Script,Utility,1090,1.06 KB
REFERENCE_LIBRARY.csv,REFERENCE_LIBRARY.csv,Reference Library,Data,673,673 B
determinism_md5(1).txt,determinism_md5(1).txt,Verification Artifact,Determinism Log,498,498 B
determinism_md5(2).txt,determinism_md5(2).txt,Verification Artifact,Determinism Log,442,442 B
determinism_md5(3).txt,determinism_md5(3).txt,Verification Artifact,Determinism Log,767,767 B
determinism_md5.txt,determinism_md5.txt,Verification Artifact,Determinism Log,442,442 B
full_diagnostic(1).txt,full_diagnostic(1).txt,Verification Artifact,Diagnostic Log,1413,1.38 KB
full_diagnostic(2).txt,full_diagnostic(2).txt,Verification Artifact,Diagnostic Log,1404,1.37 KB
full_diagnostic(3).txt,full_diagnostic(3).txt,Verification Artifact,Diagnostic Log,1406,1.37 KB
full_diagnostic(4).txt,full_diagnostic(4).txt,Verification Artifact,Diagnostic Log,1412,1.38 KB
full_diagnostic(5).txt,full_diagnostic(5).txt,Verification Artifact,Diagnostic Log,1414,1.38 KB
full_diagnostic(6).txt,full_diagnostic(6).txt,Verification Artifact,Diagnostic Log,1414,1.38 KB
full_diagnostic(7).txt,full_diagnostic(7).txt,Verification Artifact,Diagnostic Log,1347,1.32 KB
full_diagnostic(8).txt,full_diagnostic(8).txt,Verification Artifact,Diagnostic Log,2562,2.50 KB
full_diagnostic.txt,full_diagnostic.txt,Verification Artifact,Diagnostic Log,1419,1.39 KB
premaster_diagnostic(1).txt,premaster_diagnostic(1).txt,Verification Artifact,Diagnostic Log,1546,1.51 KB
premaster_diagnostic.txt,premaster_diagnostic.txt,Verification Artifact,Diagnostic Log,1547,1.51 KB
MASTERING_REPORT.txt,MASTERING_REPORT.txt,Verification Artifact,General Log,714,714 B
final_loudness(1).txt,final_loudness(1).txt,Verification Artifact,Loudness Log,1202,1.17 KB
final_loudness(10).txt,final_loudness(10).txt,Verification Artifact,Loudness Log,480,480 B
final_loudness(11).txt,final_loudness(11).txt,Verification Artifact,Loudness Log,1012,1012 B
final_loudness(2).txt,final_loudness(2).txt,Verification Artifact,Loudness Log,540,540 B
final_loudness(3).txt,final_loudness(3).txt,Verification Artifact,Loudness Log,1376,1.34 KB
final_loudness(4).txt,final_loudness(4).txt,Verification Artifact,Loudness Log,1205,1.18 KB
final_loudness(5).txt,final_loudness(5).txt,Verification Artifact,Loudness Log,997,997 B
final_loudness(6).txt,final_loudness(6).txt,Verification Artifact,Loudness Log,960,960 B
final_loudness(7).txt,final_loudness(7).txt,Verification Artifact,Loudness Log,1062,1.04 KB
final_loudness(8).txt,final_loudness(8).txt,Verification Artifact,Loudness Log,1488,1.45 KB
final_loudness(9).txt,final_loudness(9).txt,Verification Artifact,Loudness Log,480,480 B
final_loudness.txt,final_loudness.txt,Verification Artifact,Loudness Log,971,971 B
final_loudness_verification.txt,final_loudness_verification.txt,Verification Artifact,Loudness Log,423,423 B
translation_report.txt,translation_report.txt,Verification Artifact,Translation Log,986,986 B
